PLAYER_ID,PLAYER_NAME,draft_year,box_role_y1_to_y4_displacement,box_role_total_path_length,observed_boxscore_seasons
1628432,Davon Reed,2017,,2.754547984091201,2
1628443,Kadeem Allen,2017,,6.543657729713713,3
1628444,Jabari Bird,2017,,,1
1628960,Grayson Allen,2018,4.494472329031402,6.295758966320996,4
1628961,Kostas Antetokounmpo,2018,,25.026968375512034,3
1628963,Marvin Bagley III,2018,2.7992346227372655,5.019320955660675,4
1628964,Mo Bamba,2018,2.0735394438113692,5.977802316960275,4
1628966,Keita Bates-Diop,2018,1.8882865413544976,5.592595076683689,4
1628969,Mikal Bridges,2018,2.2814712070501293,4.008644286372471,4
1628970,Miles Bridges,2018,3.779293695934644,6.1545965038594925,4
1628971,Bruce Brown,2018,2.5493590113358717,5.896940623549849,4
1628972,Troy Brown Jr.,2018,2.375030814200199,6.1495273687057805,4
1628973,Jalen Brunson,2018,1.5388680534705377,3.7200382304196378,4
1628975,Jevon Carter,2018,2.1808442929726235,4.695393974277405,4
1628976,Wendell Carter Jr.,2018,2.359572679733818,4.912788624956922,4
1628977,Hamidou Diallo,2018,2.612858034641895,6.746359643871974,4
1628978,Donte DiVincenzo,2018,2.4204199460953406,5.4396903418406355,4
1628980,Jacob Evans,2018,,2.6055141762218432,2
1628981,Bruno Fernando,2019,3.3191701867466437,10.843977983048516,4
1628982,Melvin Frazier Jr.,2018,4.171213675547116,11.383625777081953,3
1628983,Shai Gilgeous-Alexander,2018,5.0835308576990395,7.000082456986142,4
1628984,Devonte' Graham,2018,2.153854846140581,6.708807956532118,4
1628985,Devon Hall,2018,,,1
1628987,Kevin Hervey,2018,,,1
1628988,Aaron Holiday,2018,1.7642296048052533,4.457591295546914,4
1628989,Kevin Huerter,2018,0.9105000904944753,2.6184039015786786,4
1628990,Chandler Hutchison,2018,7.626837396621892,13.578348988163238,4
1628991,Jaren Jackson Jr.,2018,2.372783086089368,5.349080783718545,4
1628993,Alize Johnson,2018,3.961772229567271,10.955584405562439,4
1628994,George King,2018,,,2
1628995,Kevin Knox II,2018,2.780684339456531,6.162575497986215,4
1628998,Cody Martin,2019,1.7632959762214342,4.618322940254387,4
1629001,De'Anthony Melton,2018,3.4970668811731884,6.12950793138312,4
1629002,Chimezie Metu,2018,4.10837152167404,8.17493781432664,4
1629003,Shake Milton,2018,2.150300350227742,8.605251088179529,4
1629004,Svi Mykhailiuk,2018,1.1954904614720285,5.311677594216768,4
1629006,Josh Okogie,2018,2.179485038703865,4.579270521728758,4
1629008,Michael Porter Jr.,2018,,5.894583216643068,3
1629010,Jerome Robinson,2018,,2.6466667665325514,3
1629011,Mitchell Robinson,2018,2.3008197318195514,6.161493688018123,4
1629012,Collin Sexton,2018,1.5098152020988052,5.555029111634884,4
1629013,Landry Shamet,2018,0.8186765631548657,2.8213387063640845,4
1629014,Anfernee Simons,2018,2.9102397163124087,7.858447684705995,4
1629015,Zhaire Smith,2018,,5.79401298334565,2
1629016,Omari Spellman,2018,,1.9247831352108857,2
1629017,Khyri Thomas,2018,,8.35266638166651,3
1629018,Gary Trent Jr.,2018,4.466911141390179,7.609189502230119,4
1629020,Jarred Vanderbilt,2018,4.831687113670863,9.959439724379292,4
1629021,Moritz Wagner,2018,2.164392260464941,5.94073926002754,4
1629022,Lonnie Walker IV,2018,3.390393511099533,5.854077086953038,4
1629023,P.J. Washington,2019,1.4154446412156894,4.965567591566865,4
1629027,Trae Young,2018,2.360857292815839,6.374109009647895,4
1629028,Deandre Ayton,2018,0.8561652290070727,5.592866141507244,4
1629029,Luka Dončić,2018,2.435764103603805,5.508745137472664,4
1629034,Ray Spalding,2018,,6.03203045250769,2
1629035,Carsen Edwards,2019,,5.311234566260901,3
1629048,Goga Bitadze,2019,2.173418411950824,6.974676645878285,4
1629053,Vincent Edwards,2018,,,1
1629057,Robert Williams III,2018,3.9099494426588564,7.038167469290981,4
1629058,Dzanan Musa,2018,,4.267393380954723,2
1629059,Elie Okobo,2018,,2.0702361100061966,2
1629060,Rui Hachimura,2019,1.4985514775267694,3.1130882893771594,4
1629066,Rodions Kurucs,2018,,5.115854617019642,3
1629067,Isaac Bonga,2018,3.8323676142954657,15.370843376755015,4
1629083,Arnoldas Kulboka,2018,,,1
1629118,Thomas Welsh,2018,,,1
1629346,Alen Smailagic,2019,,3.253328653634451,2
1629608,Dewan Hernandez,2019,,,1
1629611,Terance Mann,2019,2.5006871922009113,4.475677465715694,4
1629621,Marial Shayok,2019,,,1
1629625,Justin Wright-Foreman,2019,,,1
1629626,Bol Bol,2019,2.3013119537032023,7.464637454169704,4
1629627,Zion Williamson,2019,1.7368675198052999,2.1008080864695238,3
1629628,RJ Barrett,2019,1.7995784277121547,4.0391634737836295,4
1629629,Cam Reddish,2019,1.2595021836315246,4.6458783030788995,4
1629630,Ja Morant,2019,4.104441042519001,5.5189757345769515,4
1629631,De'Andre Hunter,2019,1.4616540337791704,4.090273737800701,4
1629632,Coby White,2019,2.6339746743876686,4.47735867451623,4
1629633,Jarrett Culver,2019,2.506860550852922,6.745901248233331,4
1629634,Brandon Clarke,2019,1.5952811436778713,5.434144640301655,4
1629635,Sekou Doumbouya,2019,,14.436206169590331,3
1629636,Darius Garland,2019,3.7379961842947673,5.114472144212113,4
1629637,Jaxson Hayes,2019,2.223113030016164,4.7612909766138545,4
1629638,Nickeil Alexander-Walker,2019,2.5106870077351577,5.579759220107057,4
1629639,Tyler Herro,2019,1.5986270766422086,4.190517420730103,4
1629640,Keldon Johnson,2019,5.018586482113593,7.448506686200217,4
1629641,Romeo Langford,2019,2.3810960514114257,4.444074286169821,4
1629642,Nassir Little,2019,1.8180548652119861,5.1034129545625735,4
1629643,Chuma Okeke,2019,,3.685570068412538,3
1629644,KZ Okpala,2019,4.142470180341751,8.856256376911467,4
1629645,Kevin Porter Jr.,2019,2.680312602234775,5.3223658144532235,4
1629647,Darius Bazley,2019,2.3406780733288177,7.268095090257033,4
1629648,Jordan Bone,2019,,3.376857682714187,2
1629649,Ignas Brazdeikis,2019,,4.363902042529158,3
1629651,Nic Claxton,2019,3.4545305201242225,6.104297916177479,4
1629655,Daniel Gafford,2019,2.1990423408450903,4.887946558661996,4
1629657,Kyle Guy,2019,,5.417301149204463,3
1629659,Talen Horton-Tucker,2019,5.482705274052192,8.615454094852383,4
1629660,Ty Jerome,2019,2.6817256004300254,7.129681407102435,4
1629661,Cameron Johnson,2019,2.459563712718903,3.2813208095083386,4
1629662,Mfiondu Kabengele,2019,7.066984541686319,8.198419356549106,3
1629667,Jalen McDaniels,2019,2.0953331657454792,4.063966132383796,4
1629669,Jaylen Nowell,2019,3.5497123320548303,5.695025085312599,4
1629671,Miye Oni,2019,,6.1298300452094505,3
1629672,Eric Paschall,2019,,4.066375652763692,3
1629673,Jordan Poole,2019,4.243790246744244,6.184750273397982,4
1629676,Isaiah Roby,2019,8.213494756659893,12.901035430144901,4
1629677,Luka Samanic,2019,3.1538066283764845,4.780746896908083,3
1629678,Admiral Schofield,2019,1.4837209000279201,2.8470135458801535,3
1629680,Matisse Thybulle,2019,1.0350856243525346,4.5012168478721515,4
1629682,Tremont Waters,2019,,8.484346319536606,3
1629683,Quinndary Weatherspoon,2019,,9.088581485356844,3
1629684,Grant Williams,2019,2.1913464905001225,3.637145744619094,4
1629685,Dylan Windler,2019,,8.843321629900194,3
1629686,Deividas Sirvydis,2019,,7.358553207028684,2
1629712,Didi Louzada,2019,,3.159266500650004,2
1629713,Justin James,2019,,1.8596286528342905,2
1629714,Jarrell Brantley,2019,4.997937844957691,7.696972662900819,3
