PLAYER_ID,PLAYER_NAME,draft_year,year5_season_start,year5_season_string,name_key_raw,macro_archetype,identity_drift_class,audit_note
1629035,Carsen Edwards,2019,2023,2023-24,carsen edwards,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629686,Deividas Sirvydis,2019,2023,2023-24,deividas sirvydis,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629608,Dewan Hernandez,2019,2023,2023-24,dewan hernandez,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629672,Eric Paschall,2019,2023,2023-24,eric paschall,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629649,Ignas Brazdeikis,2019,2023,2023-24,ignas brazdeikis,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629676,Isaiah Roby,2019,2023,2023-24,isaiah roby,Low-Usage Interior Bigs,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1629714,Jarrell Brantley,2019,2023,2023-24,jarrell brantley,Fringe / Low-Opportunity Players,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1629633,Jarrett Culver,2019,2023,2023-24,jarrett culver,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1629648,Jordan Bone,2019,2023,2023-24,jordan bone,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629713,Justin James,2019,2023,2023-24,justin james,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629625,Justin Wright-Foreman,2019,2023,2023-24,justin wright foreman,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629644,KZ Okpala,2019,2023,2023-24,kz okpala,Low-Usage Interior Bigs,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1629657,Kyle Guy,2019,2023,2023-24,kyle guy,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629621,Marial Shayok,2019,2023,2023-24,marial shayok,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629662,Mfiondu Kabengele,2019,2023,2023-24,mfiondu kabengele,Fringe / Low-Opportunity Players,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1629671,Miye Oni,2019,2023,2023-24,miye oni,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629683,Quinndary Weatherspoon,2019,2023,2023-24,quinndary weatherspoon,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629641,Romeo Langford,2019,2023,2023-24,romeo langford,Perimeter Wings & Connectors,role_shifting_materially,No matched Year-5 salary row after current normalization and season merge.
1629635,Sekou Doumbouya,2019,2023,2023-24,sekou doumbouya,Perimeter Wings & Connectors,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
1629682,Tremont Waters,2019,2023,2023-24,tremont waters,Fringe / Low-Opportunity Players,insufficient_data,No matched Year-5 salary row after current normalization and season merge.
